hidden_layers,learning_rate,activation,dropout,val_accuracy,train_accuracy,test_accuracy,val_f1,val_precision,val_recall,test_f1,test_precision,test_recall,l2_penalty
"[256, 128, 64, 16]",0.001,relu,0.1,0.6700404858299596,0.9574036511156186,0.6437246963562753,0.3205064468159325,0.38559453892005613,0.31280783553155267,0.2919895670631583,0.33404051711685684,0.2885950370696929,0.0
"[32, 128]",0.0005,relu,0.5,0.2935222672064777,0.49898580121703856,0.2692307692307692,0.2359564448363465,0.38339752327540516,0.29099851344453975,0.2101947313712127,0.32400147624387804,0.269528112202549,0.1
[256],0.001,relu,0.5,0.6842105263157895,0.964841108857336,0.631578947368421,0.31324643193142054,0.3572563127407699,0.3027108837887937,0.2845688949067488,0.3069238132484442,0.27685961458646063,0.001
[256],0.0005,relu,0,0.4473684210526316,0.6659905341446923,0.41700404858299595,0.30891873579281987,0.3288654625530021,0.3945005575363836,0.283125156703509,0.2868228277559263,0.3622730239712405,0.1
[64],0.0005,relu,0.5,0.5546558704453441,0.7478025693035835,0.5364372469635628,0.29993016067191847,0.3046634081560552,0.3364087936600452,0.30490884642374255,0.2999963638545128,0.36818400142086,0.1
"[32, 128, 64]",0.01,relu,0.5,0.631578947368421,0.9154834347532116,0.5991902834008097,0.29778432695256557,0.35008173290309186,0.2803821112644642,0.3108411632218647,0.34127395309296304,0.29784262774719594,0.0
[8],0.01,relu,0,0.6821862348178138,0.9770114942528736,0.6336032388663968,0.310921031431099,0.3800301746276322,0.2956504952359145,0.2729820735116802,0.32330821842598545,0.26075442396625126,0.01
"[32, 64]",0.001,relu,0.5,0.680161943319838,0.9148073022312373,0.6356275303643725,0.3439417098151795,0.36077146324198606,0.3390050965535947,0.3049412963947073,0.31152997937494725,0.3053005035561356,0.0
"[16, 256]",0.005,relu,0.5,0.6821862348178138,0.9580797836375929,0.6497975708502024,0.3787522054587933,0.4536115152635896,0.35130264377761244,0.3108287710919618,0.3168796538470901,0.3127713467982554,0.001
"[64, 64, 256, 16]",0.001,relu,0.5,0.5688259109311741,0.6051386071670047,0.5404858299595142,0.16996620941016238,0.20336354046797084,0.21080788084464552,0.1341222493038713,0.12794519562715764,0.17998321123321123,0.01
"[256, 64, 64]",0.005,relu,0.1,0.6619433198380567,0.9445571331981069,0.597165991902834,0.29434410680662554,0.31368300011392114,0.32565354107907296,0.23672694495561983,0.270615764656385,0.2415963024340684,0.001
"[64, 16, 256, 512]",0.005,relu,0.5,0.5991902834008097,0.8005409060175794,0.5728744939271255,0.26129386035252933,0.3153187808723957,0.26634898533365364,0.24361921347130977,0.2721706420762174,0.25402421772884853,0.01
"[256, 256]",0.01,relu,0.1,0.611336032388664,0.9661933739012847,0.597165991902834,0.31086922852318744,0.36058018436177275,0.3036563506095734,0.29611801180474767,0.3460216031062967,0.2847608863918313,0.001
[64],0.01,relu,0.5,0.6740890688259109,0.982420554428668,0.6497975708502024,0.29282181452343115,0.3394176915898395,0.28639948684535665,0.2940336256533412,0.33130053276742855,0.28260723735536003,0.0
"[64, 64, 16, 128]",0.001,relu,0.5,0.6720647773279352,0.9864773495605138,0.6275303643724697,0.34690905722068377,0.47719227784741586,0.322831745919199,0.2914876264795723,0.3417301391269281,0.2761539162118011,0.0
"[8, 256, 64]",0.001,relu,0.5,0.6538461538461539,0.9148073022312373,0.6133603238866396,0.3295332316767651,0.36224089656819713,0.3166192089846658,0.2839497455549214,0.3012870814181556,0.27895511668196277,0.0
"[512, 512, 32]",0.005,relu,0.5,0.631578947368421,0.931710615280595,0.6032388663967612,0.29094364979345894,0.3359122522042124,0.2939276632565118,0.29586200571447435,0.30318013033909474,0.30026724025081347,0.0
"[256, 256]",0.001,relu,0,0.6781376518218624,0.9993238674780257,0.6336032388663968,0.30160569546967725,0.3780483179732241,0.28221653647967787,0.2727364270452767,0.3529763339762134,0.251555330482114,0.0
"[256, 8]",0.0005,relu,0,0.6781376518218624,0.9634888438133874,0.6437246963562753,0.29695719380869756,0.35960376687988627,0.29148710895425534,0.29545398515427646,0.3509449288782111,0.2809520794502021,0.001
"[128, 8]",0.005,relu,0.5,0.6700404858299596,0.9614604462474645,0.6234817813765182,0.3108659390071436,0.3460958088821386,0.3086426397205496,0.297788060532237,0.35037039607712195,0.28866818942303923,0.1
"[64, 512]",0.001,relu,0.25,0.6862348178137652,0.9783637592968222,0.6376518218623481,0.324915547621843,0.38679368471035136,0.30679585110905516,0.2860677118825231,0.33669236149481985,0.27257411863169057,0.0
[64],0.005,relu,0.5,0.6781376518218624,0.9269776876267748,0.6376518218623481,0.33882133043137963,0.3637118167180348,0.3269889647001662,0.30230914300331546,0.31818567728542113,0.29566821881433897,0.1
"[128, 128]",0.0005,relu,0,0.6761133603238867,0.9776876267748479,0.6417004048582996,0.30660073339543154,0.3668598296396804,0.29078922175761973,0.28506166512828507,0.35236317987833704,0.2665012245738153,0.001
"[32, 128, 512, 256]",0.01,relu,0,0.5748987854251012,0.6457065584854631,0.5404858299595142,0.19521962316689803,0.1904727095516569,0.2240104102197344,0.17162331069551567,0.168125575778471,0.19058564505998798,0.001
"[128, 512, 256]",0.01,relu,0,0.3522267206477733,0.42528735632183906,0.31781376518218624,0.18552020538902195,0.2494499923477196,0.29548243616610326,0.19186219859994813,0.1881619646131342,0.2892680980916275,0.0
"[16, 8]",0.01,relu,0.5,0.6558704453441295,0.9242731575388776,0.6336032388663968,0.2650113859102963,0.3253101945003354,0.2701913092244757,0.27902125474655387,0.33185502393053473,0.27647379505170494,0.0
"[256, 32]",0.001,relu,0.5,0.6862348178137652,0.9519945909398242,0.6295546558704453,0.3362968393423902,0.3714982883461144,0.32740382317979316,0.28729910972000366,0.2964551467548574,0.2884234105682792,0.1
"[16, 8, 128]",0.005,relu,0.1,0.6639676113360324,0.9486139283299526,0.6133603238866396,0.3304039326490601,0.386563322649951,0.3151908604818492,0.2719067836667056,0.30025779893364635,0.26378286363424036,0.1
[32],0.01,relu,0.5,0.6740890688259109,0.9790398918187965,0.6396761133603239,0.30173741867343323,0.35455839964531416,0.2898290057238743,0.28718151352870197,0.3282277647072165,0.27516775369560104,0.0
"[128, 512, 8, 64]",0.005,relu,0.25,0.6093117408906883,0.8242055442866801,0.6133603238866396,0.22800815730355403,0.27996180521672365,0.22485259253876275,0.22375339714049391,0.2777170027170027,0.2141909269568844,0.1
"[256, 128]",0.0005,relu,0.1,0.680161943319838,0.9675456389452333,0.6356275303643725,0.32197681312166526,0.3695181347704284,0.3068871110172737,0.29079720347514587,0.3293841575091575,0.2778692093460554,0.001
"[64, 32, 512]",0.01,relu,0.25,0.5931174089068826,0.7538877620013522,0.520242914979757,0.2857422349351023,0.32855936501769833,0.32065438327171747,0.2317431425545068,0.24392839097728697,0.2656488123478111,0.0
"[64, 32]",0.005,relu,0.5,0.659919028340081,0.9851250845165652,0.6295546558704453,0.30954389313624997,0.341575005661693,0.2953330622291824,0.3143090483111982,0.35706839606585217,0.2952799140807589,0.0
"[16, 64]",0.01,relu,0.5,0.680161943319838,0.931710615280595,0.6396761133603239,0.38519018481548895,0.3964238461361224,0.3815926426416101,0.3544841313601196,0.3447049074172861,0.37090310488699096,0.001
"[256, 512, 128]",0.005,relu,0.25,0.6761133603238867,0.9952670723461798,0.6295546558704453,0.34184415605734186,0.37234926908839955,0.327321636731837,0.3259909337786453,0.3955384762025904,0.3010784811668729,0.0
"[512, 512]",0.001,relu,0.1,0.6558704453441295,0.9993238674780257,0.6356275303643725,0.2694632494039172,0.35278305232039536,0.2542153657219364,0.25736815469674645,0.3341283696376954,0.24051307777058714,0.0
"[8, 8, 8]",0.005,relu,0.5,0.6497975708502024,0.9181879648411089,0.6194331983805668,0.3016435087444671,0.35420936045936047,0.29361497026155975,0.25832618112983813,0.30879752869082133,0.2517274448594849,0.0
"[32, 32]",0.01,relu,0.5,0.6720647773279352,0.9763353617308993,0.6336032388663968,0.30775783530174455,0.370974707087136,0.29425539457610794,0.27204328884439427,0.31265723299769566,0.2654893582224621,0.001
[64],0.001,relu,0.1,0.680161943319838,0.9560513860716701,0.6376518218623481,0.3214161775802588,0.3644867574607324,0.30775902279344075,0.29187468640831504,0.31608053808525505,0.28308525512061183,0.0
"[128, 256, 128]",0.01,relu,0,0.37044534412955465,0.5605138607167005,0.3825910931174089,0.21691201893591683,0.2360800502996898,0.28101963568562444,0.22693668657861343,0.2425772221372233,0.28378085485016025,0.0
"[64, 512, 128]",0.01,relu,0.5,0.6295546558704453,0.9222447599729547,0.6032388663967612,0.25959952393103564,0.29522698486436694,0.2680507057071513,0.27099003963370505,0.3001861583184257,0.2721634780849424,0.01
"[8, 512]",0.01,relu,0.5,0.6417004048582996,0.8167680865449628,0.611336032388664,0.2972598758575328,0.36153483992467045,0.29007795475645914,0.27972375002440414,0.35695267972515776,0.26736756772348136,0.1
"[32, 512, 512, 32]",0.0005,relu,0,0.6680161943319838,0.9844489519945909,0.631578947368421,0.31709582027033695,0.3835504003467972,0.2934924391823641,0.2789827725006825,0.3336017740429505,0.2602442244573033,0.1
"[128, 64, 16]",0.005,relu,0.5,0.6376518218623481,0.9148073022312373,0.611336032388664,0.31367784375030316,0.3415482061467463,0.3202778398335344,0.2935326625228041,0.3065883637781475,0.30575659529820987,0.001
"[256, 512, 32, 8]",0.001,relu,0.5,0.645748987854251,0.9445571331981069,0.6153846153846154,0.33493302614429526,0.45429339263277563,0.3166269214258889,0.2934584380574805,0.3103294153682421,0.28904962259155004,0.1
"[32, 512, 16, 64]",0.01,relu,0.1,0.5182186234817814,0.7498309668695065,0.520242914979757,0.24312911278992397,0.3180395525409002,0.23823355351046216,0.23435295700474734,0.2588280003546645,0.24435809272323666,0.001
[64],0.005,relu,0,0.6740890688259109,0.9844489519945909,0.6417004048582996,0.30740791834819725,0.3579516460049366,0.2907299577355898,0.2820072655761646,0.3415132170806694,0.264553152655468,0.001
"[512, 8]",0.001,relu,0.5,0.6558704453441295,0.940500338066261,0.6356275303643725,0.3444272801310981,0.39532842122356193,0.32733158010848873,0.3074179894217695,0.3297246625923097,0.2986597405988833,0.001
"[16, 32, 64]",0.001,relu,0,0.6639676113360324,0.9249492900608519,0.645748987854251,0.32585226416827007,0.36344716132377536,0.32371908064179655,0.30620759711818624,0.3231927630747958,0.3082383893162992,0.0
"[16, 16, 512, 8]",0.001,relu,0.5,0.5850202429149798,0.9296822177146721,0.562753036437247,0.2660916907789136,0.28748600658480605,0.25547273048055275,0.24668450859297356,0.26190054334987006,0.24138317485470176,0.0
"[16, 64, 16]",0.0005,relu,0.5,0.5364372469635628,0.5598377281947262,0.5404858299595142,0.08892617449664429,0.0701800847457627,0.12133699633699634,0.10103622520400149,0.1942991631799163,0.1280937530937531,0.0
"[32, 256, 128]",0.001,relu,0.5,0.6821862348178138,0.9594320486815415,0.6558704453441295,0.32742171230430184,0.3875041346992114,0.31479358102480753,0.30080670963023903,0.3463835381533786,0.29281706139497127,0.001
"[8, 8]",0.01,relu,0.5,0.6356275303643725,0.9175118323191346,0.6194331983805668,0.29704790823211874,0.4080071824941228,0.287126436219052,0.26447230601642363,0.2702082011383192,0.27202892628424546,0.1
[8],0.0005,relu,0.5,0.5850202429149798,0.6044624746450304,0.562753036437247,0.16194846472240998,0.1997152860522544,0.19453651102587274,0.1525247089027791,0.2529311899835535,0.17990885145140464,0.01
"[8, 512, 32]",0.0005,relu,0.25,0.680161943319838,0.964841108857336,0.6356275303643725,0.3292309666249625,0.3911283846650745,0.3079632711594539,0.3028743850001231,0.3430555791270077,0.28819265814728895,0.0
[16],0.001,relu,0.25,0.6740890688259109,0.8979039891818796,0.6234817813765182,0.3361125174318372,0.36626227670728967,0.32943130142754673,0.2955280699215865,0.30769664431429133,0.29765884564852024,0.0
"[512, 32, 8, 32]",0.01,relu,0.1,0.6012145748987854,0.8843813387423936,0.6214574898785425,0.2618181270483902,0.2946653020182432,0.26582954457641567,0.2965288820132496,0.3405940122044241,0.2965275026054125,0.01
[32],0.001,relu,0.1,0.6821862348178138,0.9661933739012847,0.6417004048582996,0.30639603039857705,0.36204051541951277,0.2977638899885458,0.2890963014665533,0.327992095923561,0.2784456128479908,0.0
[8],0.005,relu,0.5,0.6781376518218624,0.9377958079783637,0.6437246963562753,0.3284594924714752,0.37443137210294075,0.3115959026081054,0.29218802095595264,0.3123596079129995,0.2857169251490278,0.01
[512],0.01,relu,0.25,0.6821862348178138,0.9729546991210277,0.6477732793522267,0.3150350098056015,0.37480251738943193,0.30177970799059656,0.2946182474587015,0.33187296148474577,0.2829532601513202,0.0
[128],0.001,relu,0.5,0.6821862348178138,0.9661933739012847,0.6396761133603239,0.31457844056912465,0.36754957726528265,0.3025511005407751,0.2892821161413067,0.32629910373760485,0.2775144370497938,0.0
"[16, 512, 256]",0.01,relu,0,0.6578947368421053,1.0,0.631578947368421,0.2952989950548481,0.32923904976012736,0.2923657748438725,0.28315759144547614,0.3142492012940853,0.27163394810453634,0.001
"[16, 32, 32]",0.005,relu,0.1,0.6558704453441295,0.9438810006761326,0.6477732793522267,0.2690537226704247,0.3261475105840364,0.27590943098608933,0.27692099020441846,0.3264925514523585,0.2742240492944498,0.01
"[256, 16, 64]",0.0005,relu,0.5,0.5991902834008097,0.7268424611223799,0.5748987854251012,0.24649483449293697,0.2494281474189158,0.26169459191205124,0.22328048406862747,0.2234106562879354,0.23542358159848772,0.01
"[256, 512, 128]",0.01,relu,0,0.5587044534412956,0.6734279918864098,0.5688259109311741,0.13281896142634397,0.26231083535108957,0.15321608721561786,0.16054818803383514,0.26232415355269434,0.17037703108181831,0.001
"[128, 32]",0.005,relu,0,0.6821862348178138,0.9858012170385395,0.6417004048582996,0.30563696460659134,0.35524025320097824,0.2970863412822111,0.28319592084788847,0.3165170993770643,0.2736775572351292,0.1
"[256, 16, 32, 512]",0.01,relu,0.25,0.5546558704453441,0.735632183908046,0.5607287449392713,0.22663068968103775,0.3273011982570806,0.23730933446202532,0.23612234428395512,0.22140798980774368,0.25514637889481445,0.1
[32],0.005,relu,0.5,0.6781376518218624,0.9905341446923597,0.6376518218623481,0.3015397466047895,0.3732523973850135,0.2914057446676345,0.28861214566712917,0.3400032315496805,0.2733579907390921,0.01
"[8, 512]",0.0005,relu,0.5,0.680161943319838,0.9587559161595672,0.6437246963562753,0.33272970872025953,0.37563053238294397,0.3210744535056175,0.30175085538803975,0.3416173282785359,0.2919431916615896,0.001
"[64, 8, 128]",0.005,relu,0.1,0.6781376518218624,0.9993238674780257,0.6275303643724697,0.3589030912062695,0.5031500908953189,0.32400779930895696,0.29809899316470523,0.3333238273967226,0.2817076463626839,0.1
"[128, 256, 128]",0.005,relu,0.5,0.645748987854251,0.9661933739012847,0.6295546558704453,0.3431341982487306,0.4219166084523144,0.3359761231906101,0.3146706750783335,0.3278659041279233,0.32641485150480765,0.0
"[512, 512]",0.005,relu,0.5,0.6376518218623481,0.9628127112914131,0.6153846153846154,0.30909003496342463,0.3478147389377931,0.30851107261072847,0.28476739547279034,0.3027592892426635,0.2901748968707667,0.01
"[256, 8, 16]",0.001,relu,0.1,0.6761133603238867,0.9939148073022313,0.6437246963562753,0.29418874066904355,0.3745061457418788,0.281810985072875,0.2840069652569653,0.34277018798870296,0.26831098753032423,0.0
"[128, 8]",0.0005,relu,0.5,0.3603238866396761,0.5030425963488844,0.3603238866396761,0.19542845339263926,0.3514671351854896,0.2844496815476164,0.1993209929780434,0.22489283767207308,0.31531136584328073,0.1
"[256, 8, 512]",0.01,relu,0.5,0.5546558704453441,0.623394185260311,0.5364372469635628,0.1645745747484725,0.14548221733257038,0.1964218379659556,0.14303028068403809,0.12389105546433132,0.1733978847949436,0.0
"[64, 32]",0.001,relu,0.25,0.6862348178137652,0.9749830966869506,0.6295546558704453,0.32695563981312803,0.3694827741702742,0.31369645641391575,0.2840237088406374,0.31338805965146327,0.27366892389576997,0.001
"[256, 64]",0.005,relu,0.5,0.6761133603238867,0.9993238674780257,0.6497975708502024,0.38414211465254633,0.5537350564897531,0.33914475298236246,0.3337743796468318,0.3966910086904366,0.30439338791575965,0.1
"[8, 64, 16, 128]",0.001,relu,0.1,0.6700404858299596,0.9844489519945909,0.6518218623481782,0.34265939080034524,0.4975367412006192,0.3148056495013629,0.30428312739237107,0.36102900930487136,0.2877393245822532,0.0
[32],0.01,relu,0,0.6720647773279352,0.9830966869506423,0.6336032388663968,0.2994976462231636,0.36343106499356503,0.2852905086556526,0.27783995339966383,0.3360211667084416,0.2622291955442769,0.001
"[128, 16]",0.0005,relu,0.1,0.6821862348178138,0.9418526031102096,0.6214574898785425,0.3399522402120176,0.37744548158822105,0.32545751303573583,0.2909369587011165,0.30636649278738615,0.28643993666678275,0.01
"[256, 256, 512]",0.01,relu,0.25,0.6295546558704453,0.9634888438133874,0.5951417004048583,0.29578727969408336,0.30768994574504444,0.30532955411710105,0.2739963422076756,0.28124940530562537,0.2862564669119738,0.001
"[128, 8, 32]",0.001,relu,0.25,0.6720647773279352,0.9803921568627451,0.6194331983805668,0.3234098577283077,0.3658024525338839,0.3091461160922988,0.2835877835505209,0.3071918385937684,0.2773143962912424,0.001
"[64, 256, 32]",0.005,relu,0.1,0.6740890688259109,0.9763353617308993,0.6437246963562753,0.3285646186820355,0.36816303395617855,0.3169810593543385,0.3260234419343246,0.37653333098415087,0.30706787744882236,0.0
"[128, 16]",0.01,relu,0.1,0.6578947368421053,0.9817444219066938,0.6295546558704453,0.34336923853718354,0.378644673619719,0.3283797880559458,0.3067174630333165,0.3397819580111247,0.2918187129505966,0.0
"[16, 16, 16]",0.0005,relu,0.5,0.5850202429149798,0.7146720757268424,0.5607287449392713,0.2480631472935215,0.3511107742486903,0.29771644856907686,0.23244810484002212,0.3364145279323851,0.2694268063088464,0.0
"[16, 32, 256, 256]",0.01,relu,0.5,0.5910931174089069,0.665314401622718,0.5728744939271255,0.16374059251428427,0.19838000698649277,0.19164442236250745,0.16290634973038406,0.21359361374536734,0.18443450757280544,0.001
"[64, 512, 16]",0.001,relu,0,0.6740890688259109,0.9743069641649763,0.631578947368421,0.31256451581967115,0.38732116750208856,0.29103793524162735,0.27451798082582973,0.34182523340062,0.2565331740472541,0.001
"[64, 8, 16]",0.001,relu,0,0.6659919028340081,0.9675456389452333,0.6336032388663968,0.2771102465898496,0.36816471123968714,0.27791727674393507,0.2767131972459409,0.3563822433833406,0.2662839868331108,0.01
"[256, 16, 128]",0.001,relu,0.5,0.6842105263157895,0.9580797836375929,0.645748987854251,0.3556436308284636,0.4125278205786681,0.3412187956344715,0.32448653693991725,0.39111944796396014,0.3145568366352159,0.01
"[16, 256, 32]",0.0005,relu,0.1,0.680161943319838,0.9526707234617985,0.6417004048582996,0.32762658488224605,0.37001723906190176,0.3228049262936622,0.30868566740277265,0.3565411163733125,0.2967458270962652,0.1
"[512, 16, 16]",0.01,relu,0.5,0.5890688259109311,0.8411088573360379,0.5566801619433198,0.3096792169100461,0.3512612279480614,0.31224918335760016,0.27419430515191084,0.3351307894559428,0.27551885078871935,0.1
"[512, 128, 32]",0.001,relu,0.5,0.6659919028340081,0.9871534820824882,0.6255060728744939,0.3139362945645821,0.3468221459710062,0.2997309206633362,0.2980031092809667,0.3348928880303777,0.2853859264802631,0.0
"[8, 512, 8]",0.001,relu,0.25,0.6639676113360324,0.9310344827586207,0.5991902834008097,0.34448631369022464,0.3703434689206553,0.34899770350333553,0.2975212243309794,0.3273053902634235,0.29354434892607606,0.1
"[8, 32]",0.0005,relu,0.25,0.340080971659919,0.3995943204868154,0.2793522267206478,0.18482566257344354,0.21609136520526262,0.30434045079304783,0.1441734755754595,0.16738141252682545,0.20713647100145852,0.0
"[64, 8, 16, 16]",0.01,relu,0.5,0.5688259109311741,0.7106152805949966,0.5647773279352226,0.21062386683430623,0.2358401438164186,0.22782748085079124,0.20861285284224315,0.26431330107800693,0.21642228263004232,0.01
"[512, 64, 128, 512]",0.0005,relu,0.5,0.6639676113360324,0.9837728194726166,0.645748987854251,0.31492466509657724,0.376159381663113,0.2939120150869212,0.30130066012418955,0.3281822344322344,0.29162967456928657,0.001
"[64, 128]",0.01,relu,0.5,0.6781376518218624,0.9803921568627451,0.6255060728744939,0.33059967821986586,0.37591853675108483,0.31182919120966685,0.2896345752481719,0.32935199823317357,0.2743383490802139,0.001
"[512, 16]",0.005,relu,0.25,0.6862348178137652,0.9716024340770791,0.645748987854251,0.32715842654169885,0.36921722883495245,0.31314179178697327,0.2962115868841041,0.3271177762092883,0.2847316635254683,0.1
[16],0.0005,relu,0.5,0.43724696356275305,0.5943204868154158,0.39473684210526316,0.2525023500891699,0.2922460126608295,0.2711332944436824,0.24140980508188584,0.28934783638140044,0.28124466188843533,0.01
"[128, 256, 128]",0.01,relu,0.1,0.645748987854251,0.9783637592968222,0.6133603238866396,0.3098828332099418,0.4499843528995312,0.28799337308020034,0.2699486903830611,0.2916170181065041,0.26289272814225884,0.0
"[64, 128, 128]",0.0005,relu,0.5,0.4352226720647773,0.5212981744421906,0.4109311740890688,0.21356166447807462,0.3112001390790202,0.30790861149903703,0.19773726387165325,0.36848157753911204,0.2540306416870872,0.001
"[512, 32, 16, 256]",0.001,relu,0.1,0.6680161943319838,0.9945909398242055,0.6336032388663968,0.28068295025973106,0.34671016483516487,0.2780081752625557,0.2753272205144198,0.3238962429647563,0.2639564584182857,0.01
"[8, 8, 16]",0.005,relu,0,0.6639676113360324,0.964841108857336,0.6174089068825911,0.319258068511298,0.3742333279465633,0.301723457699678,0.2686586990160075,0.3019408504240626,0.25957087303301324,0.0
"[32, 64]",0.01,relu,0.25,0.6680161943319838,0.964841108857336,0.6396761133603239,0.3045076177149269,0.3379416050708369,0.3000136357458009,0.2952393919767624,0.3297735760971055,0.2885636774873321,0.1
"[512, 128, 128, 128]",0.001,relu,0.1,0.6558704453441295,0.9939148073022313,0.6376518218623481,0.290578374912442,0.36120812036907923,0.27088562640815456,0.28718896010203654,0.3183854852876592,0.27456717581091794,0.001
"[128, 64]",0.01,relu,0.1,0.659919028340081,0.991210277214334,0.6093117408906883,0.29734899782518187,0.38924568545192695,0.27890017642833664,0.263254206167512,0.3239893211289092,0.24647920701581527,0.0
"[32, 32, 8]",0.001,relu,0.25,0.6720647773279352,0.9851250845165652,0.6417004048582996,0.32171642219878466,0.34806855122871627,0.31604004601501473,0.32017217280204635,0.3647846615854214,0.3040201447390121,0.0
"[128, 512]",0.001,relu,0.25,0.6821862348178138,0.9756592292089249,0.6336032388663968,0.3190395220945371,0.3743849914902546,0.3021882047226227,0.28520964555153633,0.3282737157264418,0.27147648420333026,0.01
"[512, 8, 16]",0.0005,relu,0.25,0.6761133603238867,0.9709263015551048,0.6376518218623481,0.33599292557683563,0.362949247028336,0.3268001412165993,0.3064139412709002,0.3170572542801431,0.30363250470415676,0.01
"[64, 128]",0.001,relu,0.1,0.6821862348178138,0.9567275185936444,0.6437246963562753,0.3243069528280796,0.3634666732189951,0.3138469803441643,0.30398416411747664,0.33038309012609596,0.29556039822779495,0.01
"[64, 32, 256]",0.001,relu,0.1,0.6740890688259109,0.9046653144016227,0.6052631578947368,0.3437953846258376,0.3570581108467706,0.33786154886749376,0.2891528728289543,0.30312081354280845,0.28506140701071864,0.1
"[8, 16, 512]",0.001,relu,0,0.6781376518218624,0.9871534820824882,0.6437246963562753,0.3176303435947243,0.3842246908502149,0.29835195088636884,0.2884189321465346,0.35478524743230627,0.26900769117602663,0.0
"[512, 64, 16, 8]",0.0005,relu,0.5,0.2975708502024291,0.4854631507775524,0.31376518218623484,0.22285137143397596,0.26913576626329344,0.3022857897232115,0.2610003257241905,0.3082835874601057,0.33726975675113974,0.1
"[8, 16, 64]",0.005,relu,0,0.6619433198380567,0.9175118323191346,0.6174089068825911,0.31614177327233894,0.3591995005022352,0.30006653802023014,0.2674340098112525,0.29512268181074824,0.25819341076694013,0.0
"[512, 16, 64]",0.001,relu,0,0.6538461538461539,0.9959432048681541,0.6234817813765182,0.25988412609067096,0.322956631421668,0.2522769145109571,0.2295099431818182,0.27976113242753964,0.22675555787257912,0.01
"[16, 8]",0.0005,relu,0.5,0.5607287449392713,0.7308992562542258,0.5566801619433198,0.1829238357334519,0.22525518836002706,0.18950899833252774,0.17904616509980778,0.19231310803891447,0.1911383749619044,0.0
"[256, 512]",0.0005,relu,0.1,0.680161943319838,0.9661933739012847,0.6518218623481782,0.3270204253589105,0.3552067793861848,0.3150033212220321,0.311964639476746,0.3338184730604475,0.30130719883535906,0.0
"[512, 8]",0.001,relu,0,0.6619433198380567,0.9634888438133874,0.6376518218623481,0.28288661501597634,0.3441072897190504,0.27036003944639736,0.2788535999031936,0.3163266136385432,0.2680908044643965,0.0
"[512, 32, 16]",0.001,relu,0.1,0.6659919028340081,0.9688979039891819,0.6336032388663968,0.30439279192179614,0.33516150430270897,0.296470805740205,0.2932157153124905,0.3111723490118704,0.28848381038618837,0.001
"[64, 32, 128]",0.0005,relu,0.1,0.680161943319838,0.9770114942528736,0.6477732793522267,0.3142378898496076,0.3755319613182516,0.3072209665998778,0.28648279758591233,0.308623943236715,0.28377697675257124,0.0
"[32, 8]",0.0005,relu,0.5,0.39473684210526316,0.5429344151453684,0.3724696356275304,0.19706216931216933,0.2736942336470534,0.25792239954473994,0.19795033595653183,0.272134770471464,0.2471394787180144,0.1
[128],0.01,relu,0.5,0.680161943319838,0.9830966869506423,0.6295546558704453,0.32938346495441273,0.37015388753411815,0.31393704637603265,0.28488419546708443,0.305569077271735,0.27798023984663534,0.001
"[8, 8]",0.001,relu,0,0.36639676113360325,0.5321162947937795,0.3562753036437247,0.18962302094924044,0.2338908148910011,0.22943359354107162,0.1970745323337833,0.24992478258985046,0.22538124292270098,0.0
"[512, 64]",0.0005,relu,0.25,0.6781376518218624,0.9763353617308993,0.6376518218623481,0.29724788691294285,0.3691327913279133,0.2852832072950972,0.2787979759132141,0.3310993543216597,0.26498261385620586,0.0
"[16, 256, 16, 256]",0.01,relu,0.5,0.23684210526315788,0.2609871534820825,0.2125506072874494,0.10373800875659436,0.1462354932356083,0.19423316137177216,0.08581612925563616,0.102003466954526,0.15783058722670737,0.0
"[512, 16]",0.01,relu,0.25,0.6275303643724697,0.9587559161595672,0.6133603238866396,0.32037310832966437,0.3713236223181144,0.30771215637063576,0.2890337207383122,0.3144381311590134,0.28455423994770057,0.001
"[512, 16, 256, 128]",0.001,relu,0.25,0.6821862348178138,0.9634888438133874,0.6477732793522267,0.3627384273123728,0.42276513939135296,0.34192420102542137,0.32437740414854244,0.33631626803583875,0.3175283335640031,0.001
"[8, 16, 256, 8]",0.001,relu,0,0.6437246963562753,0.9966193373901284,0.6093117408906883,0.23017873445563625,0.3023845972680169,0.22565775823754547,0.2605716178977393,0.4052517361111111,0.23682830890277698,0.1
"[256, 8, 32, 16]",0.0005,relu,0.5,0.2732793522267207,0.34685598377281945,0.2388663967611336,0.1747518613388508,0.2146406588261439,0.23137170078659441,0.15164291473205221,0.19229134572573353,0.286257535592642,0.0
"[512, 32, 512, 8]",0.01,relu,0.5,0.26720647773279355,0.2839756592292089,0.27530364372469635,0.12693911311422829,0.23396812428675173,0.20818517289105523,0.12274480659212711,0.20886896909684807,0.19794716743246155,0.0
"[256, 32]",0.001,relu,0.1,0.6761133603238867,0.9580797836375929,0.645748987854251,0.31948067579927925,0.3526315789473684,0.30842177259574005,0.30224190451584537,0.3254824823718536,0.29232637821498897,0.0
"[32, 256]",0.005,relu,0.1,0.6639676113360324,0.9878296146044625,0.6417004048582996,0.2796578556383877,0.3661101394826618,0.2711808107224252,0.26507352655458544,0.3477132817607322,0.25081007027189756,0.0
"[512, 128, 32]",0.01,relu,0.5,0.6153846153846154,0.8789722785665991,0.6052631578947368,0.29384704142045487,0.4298854179584266,0.267174652793395,0.29897618419152816,0.3257161320996921,0.303873801441073,0.0
